timestamp_prediction,kecamatan,tps_id,tps_type,zone_population,tps_capacity_kg,day_of_week,is_weekend,is_holiday,daily_growth_rate,rainfall_today,event_urgency_score,current_fill_percentage,target_fill_percentage
2026-01-01 06:00:00,8,35,2,118581,3800,3,0,0,2.54,17.62,0.0,21.58,42.77
2026-01-01 06:00:00,42,147,3,139410,6761,3,0,0,2.57,0.0,0.0,14.25,34.2
2026-01-01 06:00:00,25,86,1,147633,2523,3,0,0,2.35,4.45,0.0,9.95,27.86
2026-01-01 06:00:00,35,127,3,60655,7946,3,0,0,2.43,0.0,0.0,20.11,31.85
2026-01-01 06:00:00,1,6,4,60281,8989,3,0,0,1.74,0.0,0.0,17.64,23.42
2026-01-01 06:00:00,8,36,3,103224,8200,3,0,0,1.65,0.0,0.0,11.2,24.83
2026-01-01 06:00:00,9,37,0,60822,2224,3,0,0,1.14,0.0,0.0,18.11,30.12
2026-01-01 06:00:00,9,38,2,76464,4214,3,0,0,1.15,1.48,0.0,14.51,28.13
2026-01-01 06:00:00,35,125,0,104768,2989,3,0,0,2.8,2.15,4.0,20.69,50.72
2026-01-01 06:00:00,25,85,0,90558,1321,3,0,0,0.82,8.66,0.0,10.79,31.86
2026-01-01 06:00:00,27,92,0,148894,2545,3,0,0,0.73,0.0,2.7,17.88,52.33
2026-01-01 06:00:00,9,39,3,60278,9587,3,0,0,2.76,0.0,0.0,19.37,27.17
2026-01-01 06:00:00,3,12,0,98734,2972,3,0,0,1.45,0.0,0.0,17.15,31.81
2026-01-01 06:00:00,21,124,3,137825,6794,3,0,0,1.83,0.95,0.0,21.01,36.47
2026-01-01 06:00:00,10,40,4,59399,9930,3,0,0,1.13,0.0,0.0,9.01,10.26
2026-01-01 06:00:00,21,123,0,116834,1878,3,0,0,1.19,0.0,3.1,18.43,45.6
2026-01-01 06:00:00,10,41,0,140837,1204,3,0,0,0.86,0.0,0.0,13.02,41.57
2026-01-01 06:00:00,35,126,1,90394,2494,3,0,0,2.52,0.0,0.0,19.44,34.12
2026-01-01 06:00:00,37,130,0,96590,1978,3,0,0,2.45,0.0,0.0,16.47,27.07
2026-01-01 06:00:00,13,54,3,140055,8401,3,0,0,2.51,15.3,0.0,13.48,30.07
2026-01-01 06:00:00,33,113,3,70665,6374,3,0,0,1.81,0.0,0.0,17.66,32.6
2026-01-01 06:00:00,18,68,1,66781,1863,3,0,0,0.83,0.0,0.0,17.72,30.32
2026-01-01 06:00:00,18,69,3,90281,8582,3,0,0,2.85,0.0,0.0,9.49,27.08
2026-01-01 06:00:00,0,2,0,122692,2342,3,0,0,2.08,0.0,0.0,9.37,31.32
2026-01-01 06:00:00,31,103,4,94833,7686,3,0,1,1.59,1.68,0.0,12.94,46.1
2026-01-01 06:00:00,19,70,4,127154,7408,3,0,0,2.1,0.38,0.0,16.81,39.01
2026-01-01 06:00:00,0,3,1,75492,1549,3,0,0,2.42,1.64,0.0,15.63,33.98
2026-01-01 06:00:00,30,102,3,116645,6132,3,0,0,2.82,0.51,2.8,15.15,46.57
2026-01-01 06:00:00,19,71,0,125477,2629,3,0,0,2.33,2.76,0.0,20.25,35.48
2026-01-01 06:00:00,19,72,1,137381,1396,3,0,0,0.98,1.89,0.0,13.53,36.11
2026-01-01 06:00:00,30,101,1,53315,1910,3,0,0,2.74,11.07,0.0,10.27,22.99
2026-01-01 06:00:00,19,73,3,70653,5584,3,0,0,2.5,0.0,0.0,8.26,19.55
2026-01-01 06:00:00,31,104,1,130430,2472,3,0,0,1.71,22.68,0.0,7.84,23.61
2026-01-01 06:00:00,43,150,3,133102,6740,3,0,0,2.86,1.13,0.0,21.2,45.85
2026-01-01 06:00:00,22,74,4,97339,8953,3,0,0,2.49,0.0,0.0,20.42,31.41
2026-01-01 06:00:00,22,75,1,130665,1007,3,0,0,2.95,0.0,2.3,16.94,43.25
2026-01-01 06:00:00,29,99,3,72867,6735,3,0,0,2.01,0.0,0.0,14.67,26.51
2026-01-01 06:00:00,22,76,3,144437,6678,3,0,0,2.63,19.58,4.0,17.6,64.66
2026-01-01 06:00:00,29,98,0,101192,1949,3,0,0,0.59,0.0,0.0,6.57,30.3
2026-01-01 06:00:00,23,77,4,54086,6667,3,0,0,2.33,0.0,0.0,9.4,11.73
2026-01-01 06:00:00,23,79,1,74440,2338,3,0,0,2.75,0.0,0.0,20.26,34.87
2026-01-01 06:00:00,42,145,0,130730,2786,3,0,0,1.09,23.69,0.0,19.97,37.99
2026-01-01 06:00:00,2,10,0,101323,2341,3,0,1,2.94,5.88,0.0,22.05,57.7
2026-01-01 06:00:00,28,97,3,125838,9185,3,0,1,0.58,5.14,0.0,12.38,49.89
2026-01-01 06:00:00,23,78,0,102710,2248,3,0,0,0.94,8.18,0.0,8.79,30.41
2026-01-01 06:00:00,30,100,0,132274,2148,3,0,0,1.31,0.0,0.0,8.52,15.58
2026-01-01 06:00:00,14,55,0,143568,2098,3,0,0,1.55,0.0,0.0,15.51,26.16
2026-01-01 06:00:00,28,96,1,92710,1160,3,0,0,1.54,14.12,0.0,20.98,37.38
2026-01-01 06:00:00,18,67,0,78936,1631,3,0,0,0.9,0.46,0.0,17.65,35.77
2026-01-01 06:00:00,14,56,1,95613,2199,3,0,0,2.21,0.0,2.3,13.73,44.62
2026-01-01 06:00:00,33,112,2,67589,3328,3,0,0,2.23,0.0,0.0,15.57,22.91
2026-01-01 06:00:00,14,57,2,115700,4829,3,0,0,0.85,0.4,2.6,13.48,44.48
2026-01-01 06:00:00,24,82,1,101025,1471,3,0,0,1.75,0.0,0.0,20.09,25.68
2026-01-01 06:00:00,33,111,1,99783,1412,3,0,0,2.69,0.0,0.0,19.63,35.93
2026-01-01 06:00:00,14,58,3,87074,6871,3,0,0,2.77,6.7,0.0,11.76,21.56
2026-01-01 06:00:00,15,59,0,86082,2158,3,0,0,2.08,0.0,0.0,17.42,27.15
2026-01-01 06:00:00,33,110,0,135260,2034,3,0,0,2.86,0.0,0.0,21.58,42.44
2026-01-01 06:00:00,15,60,1,82249,2768,3,0,0,2.28,12.16,0.0,20.56,20.56
2026-01-01 06:00:00,33,109,4,145570,6923,3,0,0,1.2,0.7,0.0,9.21,37.37
2026-01-01 06:00:00,15,61,3,76114,9504,3,0,0,0.87,0.0,0.0,18.53,42.86
2026-01-01 06:00:00,23,80,3,116102,7202,3,0,0,1.35,0.0,0.0,6.67,23.68
2026-01-01 06:00:00,24,81,0,64947,1712,3,0,0,2.01,0.0,4.7,12.44,42.2
2026-01-01 06:00:00,0,4,2,80022,4476,3,0,0,2.39,19.96,0.0,22.21,38.28
2026-01-01 06:00:00,16,62,0,116034,1889,3,0,0,2.82,0.0,0.0,14.88,24.86
2026-01-01 06:00:00,43,149,1,108626,1091,3,0,1,1.64,0.0,4.6,9.64,48.05
2026-01-01 06:00:00,32,108,3,102343,7657,3,0,0,1.95,11.57,0.0,17.76,40.44
2026-01-01 06:00:00,16,63,3,149713,8235,3,0,0,2.72,0.0,0.0,18.82,36.8
2026-01-01 06:00:00,32,107,1,121349,2651,3,0,0,2.82,0.0,0.0,14.34,37.72
2026-01-01 06:00:00,17,64,0,120221,1653,3,0,1,1.71,10.08,0.0,9.16,37.22
2026-01-01 06:00:00,17,65,1,141301,2960,3,0,0,2.72,0.0,0.0,22.17,45.27
2026-01-01 06:00:00,32,106,0,57778,2598,3,0,0,2.25,0.0,0.0,13.01,15.96
2026-01-01 06:00:00,17,66,3,94930,9673,3,0,0,0.54,7.95,0.0,7.89,30.64
2026-01-01 06:00:00,31,105,3,105989,7391,3,0,0,1.37,0.0,0.0,15.84,34.25
2026-01-01 06:00:00,28,95,0,76272,1466,3,0,0,1.67,0.0,0.0,16.65,27.86
2026-01-01 06:00:00,7,30,1,128896,2147,3,0,0,1.39,29.89,0.0,16.41,38.88
2026-01-01 06:00:00,20,120,0,119866,1872,3,0,0,2.84,0.0,0.0,17.82,47.89
2026-01-01 06:00:00,5,21,2,102824,4979,3,0,0,0.51,0.0,0.0,15.02,33.39
2026-01-01 06:00:00,41,141,0,123855,1627,3,0,0,0.95,0.0,0.0,7.9,22.33
2026-01-01 06:00:00,4,16,0,76316,1113,3,0,0,1.08,9.06,0.0,6.13,15.68
2026-01-01 06:00:00,7,28,4,138570,8689,3,0,0,2.56,0.0,0.0,15.92,41.92
2026-01-01 06:00:00,40,140,3,143433,7034,3,0,0,1.94,0.0,0.0,8.62,23.35
2026-01-01 06:00:00,4,17,1,94585,2519,3,0,0,1.78,9.34,0.0,14.97,24.37
2026-01-01 06:00:00,6,27,3,65796,6993,3,0,0,1.84,0.0,0.0,18.36,28.59
2026-01-01 06:00:00,38,133,4,74007,8788,3,0,0,2.41,0.0,0.0,19.06,35.04
2026-01-01 06:00:00,4,18,3,97601,8145,3,0,0,1.3,0.0,0.0,7.21,28.98
2026-01-01 06:00:00,6,23,4,86443,6300,3,0,0,0.88,0.0,0.0,18.25,22.96
2026-01-01 06:00:00,42,146,1,121466,1988,3,0,0,0.77,0.0,4.6,10.51,59.87
2026-01-01 06:00:00,6,26,2,114280,3841,3,0,0,1.7,0.07,0.0,19.92,37.24
2026-01-01 06:00:00,38,134,0,119552,2660,3,0,0,2.67,5.09,0.0,12.75,30.88
2026-01-01 06:00:00,41,143,3,145981,5342,3,0,0,2.57,16.99,0.0,17.18,43.24
2026-01-01 06:00:00,26,89,0,106696,2573,3,0,0,2.38,0.26,0.0,11.88,34.57
2026-01-01 06:00:00,5,19,0,128977,1155,3,0,0,2.96,0.0,3.4,13.81,55.08
2026-01-01 06:00:00,6,25,1,135118,2776,3,0,0,1.93,0.0,0.0,20.92,62.97
2026-01-01 06:00:00,39,138,3,113762,5630,3,0,0,2.89,0.0,0.0,20.29,33.62
2026-01-01 06:00:00,5,20,1,99714,1081,3,0,0,2.26,0.0,0.0,13.97,42.45
2026-01-01 06:00:00,6,24,0,134144,1817,3,0,0,2.6,0.0,0.0,19.01,36.55
2026-01-01 06:00:00,38,135,1,55278,1359,3,0,0,2.9,0.0,0.0,22.51,31.45
2026-01-01 06:00:00,1,8,3,139192,6228,3,0,0,2.25,0.0,0.0,17.47,41.12
2026-01-01 06:00:00,39,137,4,86026,5544,3,0,0,0.72,0.0,0.0,13.42,20.38
2026-01-01 06:00:00,37,131,1,52242,1068,3,0,0,2.14,8.64,0.0,13.42,27.6
2026-01-01 06:00:00,5,22,3,140059,6272,3,0,0,1.5,13.23,0.0,8.64,34.25
2026-01-01 06:00:00,25,88,3,124067,8141,3,0,0,0.53,0.0,0.0,9.52,25.47
2026-01-01 06:00:00,26,90,1,65025,2867,3,0,0,0.75,0.0,0.0,12.09,23.55
2026-01-01 06:00:00,40,139,0,84719,1362,3,0,0,1.84,0.0,0.0,13.55,25.48
2026-01-01 06:00:00,3,13,1,130606,1165,3,0,0,1.99,2.02,0.0,16.7,43.0
2026-01-01 06:00:00,38,136,3,51982,6662,3,0,1,0.96,7.45,0.0,19.26,44.8
2026-01-01 06:00:00,41,142,1,66009,1383,3,0,0,1.28,0.0,0.0,6.7,12.44
2026-01-01 06:00:00,37,132,3,65836,6232,3,0,0,1.07,11.56,0.0,14.67,18.78
2026-01-01 06:00:00,25,87,2,109903,4319,3,0,0,2.09,0.0,0.0,10.58,28.07
2026-01-01 06:00:00,26,91,3,98716,8859,3,0,0,1.24,3.0,0.0,7.96,22.39
2026-01-01 06:00:00,7,29,0,101893,2501,3,0,0,1.21,0.0,0.0,18.96,46.52
2026-01-01 06:00:00,2,9,4,74700,8095,3,0,0,1.05,0.0,0.0,7.09,19.98
2026-01-01 06:00:00,3,14,3,75298,7998,3,0,0,0.99,0.0,0.0,10.63,27.02
2026-01-01 06:00:00,4,15,4,143020,7909,3,0,0,0.76,14.07,0.0,11.86,42.33
2026-01-02 06:00:00,39,137,4,86026,5544,4,0,0,2.16,0.48,0.0,22.54,33.7
2026-01-02 06:00:00,14,56,1,95613,2199,4,0,0,1.05,15.22,0.0,45.67,56.15
2026-01-02 06:00:00,23,77,4,54086,6667,4,0,0,0.88,0.0,0.0,12.6,23.89
2026-01-02 06:00:00,33,112,2,67589,3328,4,0,0,1.8,0.0,0.0,24.71,39.22
2026-01-02 06:00:00,5,20,1,99714,1081,4,0,0,1.33,0.0,0.0,43.78,65.27
2026-01-02 06:00:00,14,57,2,115700,4829,4,0,0,2.41,0.0,0.0,46.9,68.96
2026-01-02 06:00:00,3,14,3,75298,7998,4,0,0,2.41,0.0,0.0,29.43,42.78
2026-01-02 06:00:00,24,82,1,101025,1471,4,0,1,1.73,0.0,0.0,27.41,60.91
2026-01-02 06:00:00,33,113,3,70665,6374,4,0,0,0.82,0.0,0.0,33.42,55.11
2026-01-02 06:00:00,29,98,0,101192,1949,4,0,0,2.94,0.0,0.0,33.24,47.99
2026-01-02 06:00:00,22,76,3,144437,6678,4,0,0,1.41,0.0,0.0,10.06,35.06
2026-01-02 06:00:00,39,138,3,113762,5630,4,0,0,1.44,0.0,0.0,35.06,51.28
2026-01-02 06:00:00,14,58,3,87074,6871,4,0,0,1.43,1.46,0.0,22.99,40.85
2026-01-02 06:00:00,15,59,0,86082,2158,4,0,0,2.96,0.0,0.0,30.11,36.56
2026-01-02 06:00:00,33,110,0,135260,2034,4,0,0,1.93,0.0,0.0,44.37,66.79
2026-01-02 06:00:00,5,19,0,128977,1155,4,0,0,1.73,0.0,0.0,56.81,80.81
2026-01-02 06:00:00,33,111,1,99783,1412,4,0,0,1.16,0.0,0.0,37.09,57.12
2026-01-02 06:00:00,14,55,0,143568,2098,4,0,0,1.34,0.0,0.0,27.5,54.73
2026-01-02 06:00:00,19,72,1,137381,1396,4,0,0,1.09,0.0,0.0,37.2,45.1
2026-01-02 06:00:00,15,60,1,82249,2768,4,0,0,1.29,0.0,0.0,21.85,38.49
2026-01-02 06:00:00,34,116,1,134383,1308,4,0,0,2.79,12.93,0.0,44.82,65.1
2026-01-02 06:00:00,38,136,3,51982,6662,4,0,1,0.72,0.0,0.0,45.52,63.47
2026-01-02 06:00:00,13,51,4,68845,6528,4,0,0,1.76,0.0,0.0,23.94,33.05
2026-01-02 06:00:00,13,52,0,147376,2665,4,0,1,1.24,17.19,0.0,45.01,81.1
2026-01-02 06:00:00,24,83,2,133948,4910,4,0,0,2.51,0.0,0.0,45.15,69.23
2026-01-02 06:00:00,26,90,1,65025,2867,4,0,0,1.39,0.0,0.0,24.94,26.57
2026-01-02 06:00:00,0,1,4,93497,8456,4,0,0,1.16,0.0,0.0,16.45,34.48
2026-01-02 06:00:00,27,94,3,138832,8474,4,0,0,0.9,0.0,4.6,30.49,68.22
2026-01-02 06:00:00,0,5,3,133301,9556,4,0,0,1.68,0.0,0.0,38.66,62.23
2026-01-02 06:00:00,28,97,3,125838,9185,4,0,0,1.53,0.0,0.0,51.43,70.5
2026-01-02 06:00:00,2,11,3,80606,6590,4,0,0,1.0,0.0,0.0,36.72,47.38
2026-01-02 06:00:00,34,115,0,61036,2556,4,0,1,2.7,0.0,0.0,35.12,56.23
2026-01-02 06:00:00,25,88,3,124067,8141,4,0,0,2.8,4.6,0.0,28.27,38.88
2026-01-02 06:00:00,5,22,3,140059,6272,4,0,0,2.49,2.87,4.0,36.74,70.34
2026-01-02 06:00:00,13,53,1,137063,2322,4,0,0,1.62,0.0,0.0,32.96,46.79
2026-01-02 06:00:00,2,10,0,101323,2341,4,0,1,1.9,13.65,0.0,59.6,92.87
2026-01-02 06:00:00,34,114,4,81408,9767,4,0,0,1.07,0.0,0.0,26.54,40.88
2026-01-02 06:00:00,5,21,2,102824,4979,4,0,0,2.08,0.0,0.0,35.47,53.85
2026-01-02 06:00:00,41,142,1,66009,1383,4,0,0,2.15,0.0,0.0,14.59,25.35
2026-01-02 06:00:00,13,54,3,140055,8401,4,0,0,2.32,1.68,0.0,32.39,66.09
2026-01-02 06:00:00,42,144,4,61935,8544,4,0,0,2.19,15.35,0.0,33.02,39.28
2026-01-02 06:00:00,23,79,1,74440,2338,4,0,1,2.55,0.0,0.0,37.42,59.09
2026-01-02 06:00:00,33,109,4,145570,6923,4,0,0,1.84,0.0,0.0,39.21,61.9
2026-01-02 06:00:00,15,61,3,76114,9504,4,0,0,2.8,0.0,0.0,45.66,55.15
2026-01-02 06:00:00,29,99,3,72867,6735,4,0,0,2.97,4.32,0.0,29.48,35.83
2026-01-02 06:00:00,19,73,3,70653,5584,4,0,0,1.97,0.0,0.0,21.52,29.02
2026-01-02 06:00:00,18,67,0,78936,1631,4,0,0,1.66,0.0,0.0,37.43,57.57
2026-01-02 06:00:00,31,104,1,130430,2472,4,0,0,2.06,0.0,0.0,25.67,42.21
2026-01-02 06:00:00,23,80,3,116102,7202,4,0,0,1.03,0.0,0.0,24.71,41.35
2026-01-02 06:00:00,40,140,3,143433,7034,4,0,0,1.28,0.0,0.0,24.63,50.95
2026-01-02 06:00:00,28,96,1,92710,1160,4,0,0,2.76,0.0,0.0,40.15,55.55
2026-01-02 06:00:00,41,143,3,145981,5342,4,0,0,2.05,0.0,0.0,45.29,63.04
2026-01-02 06:00:00,18,68,1,66781,1863,4,0,0,1.15,0.0,3.3,31.47,60.36
2026-01-02 06:00:00,2,9,4,74700,8095,4,0,0,1.38,0.0,0.0,21.35,24.12
2026-01-02 06:00:00,18,69,3,90281,8582,4,0,0,1.29,0.0,0.0,28.37,35.91
2026-01-02 06:00:00,4,16,0,76316,1113,4,0,0,1.85,31.36,0.0,17.54,19.94
2026-01-02 06:00:00,0,2,0,122692,2342,4,0,0,2.18,13.06,0.0,33.5,60.68
2026-01-02 06:00:00,31,103,4,94833,7686,4,0,0,1.85,0.0,0.0,47.96,63.03
2026-01-02 06:00:00,19,70,4,127154,7408,4,0,0,2.86,16.78,0.0,41.87,62.44
2026-01-02 06:00:00,0,3,1,75492,1549,4,0,0,1.18,0.0,4.4,35.16,67.83
2026-01-02 06:00:00,41,141,0,123855,1627,4,0,0,1.86,0.0,0.0,24.19,42.45
2026-01-02 06:00:00,30,102,3,116645,6132,4,0,0,2.53,0.0,0.0,49.11,76.95
2026-01-02 06:00:00,30,101,1,53315,1910,4,0,0,0.87,0.0,0.0,23.86,33.46
2026-01-02 06:00:00,19,71,0,125477,2629,4,0,0,0.86,0.0,0.0,36.34,55.61
2026-01-02 06:00:00,31,105,3,105989,7391,4,0,0,1.06,0.0,0.0,35.3,52.52
2026-01-02 06:00:00,3,13,1,130606,1165,4,0,0,2.67,0.0,2.6,45.66,79.79
2026-01-02 06:00:00,43,150,3,133102,6740,4,0,0,1.5,0.0,0.0,47.35,56.93
2026-01-02 06:00:00,17,66,3,94930,9673,4,0,0,1.91,0.0,0.0,32.54,47.42
2026-01-02 06:00:00,24,81,0,64947,1712,4,0,0,2.7,0.0,0.0,44.9,54.24
2026-01-02 06:00:00,40,139,0,84719,1362,4,0,0,2.11,0.0,0.0,27.59,47.3
2026-01-02 06:00:00,22,75,1,130665,1007,4,0,0,2.77,0.0,0.0,46.02,63.51
2026-01-02 06:00:00,28,95,0,76272,1466,4,0,0,2.89,0.0,0.0,30.75,43.92
2026-01-02 06:00:00,0,4,2,80022,4476,4,0,0,2.29,0.0,0.0,40.57,47.81
2026-01-02 06:00:00,26,89,0,106696,2573,4,0,0,0.54,0.0,2.4,35.11,61.33
2026-01-02 06:00:00,22,74,4,97339,8953,4,0,0,1.2,0.0,0.0,32.61,46.22
2026-01-02 06:00:00,16,62,0,116034,1889,4,0,0,1.97,0.0,0.0,26.83,48.84
2026-01-02 06:00:00,43,149,1,108626,1091,4,0,0,1.99,0.89,0.0,50.04,69.14
2026-01-02 06:00:00,32,108,3,102343,7657,4,0,0,2.91,0.0,0.0,43.35,66.3
2026-01-02 06:00:00,42,146,1,121466,1988,4,0,0,1.56,0.31,0.0,61.43,80.29
2026-01-02 06:00:00,4,15,4,143020,7909,4,0,0,1.98,17.09,0.0,44.31,65.34
2026-01-02 06:00:00,16,63,3,149713,8235,4,0,0,2.0,32.8,0.0,38.79,53.03
2026-01-02 06:00:00,42,145,0,130730,2786,4,0,0,2.08,0.0,0.0,40.07,54.89
2026-01-02 06:00:00,4,18,3,97601,8145,4,0,0,1.0,0.0,0.0,29.98,48.21
2026-01-02 06:00:00,17,64,0,120221,1653,4,0,0,1.54,0.0,0.0,38.76,47.21
2026-01-02 06:00:00,17,65,1,141301,2960,4,0,0,2.77,0.0,0.0,48.04,66.94
2026-01-02 06:00:00,32,106,0,57778,2598,4,0,0,1.72,5.92,0.0,17.68,31.03
2026-01-02 06:00:00,4,17,1,94585,2519,4,0,0,2.64,0.0,0.0,27.01,36.31
2026-01-02 06:00:00,30,100,0,132274,2148,4,0,0,2.08,0.0,0.0,17.66,36.25
2026-01-02 06:00:00,32,107,1,121349,2651,4,0,0,1.84,0.0,2.2,39.57,66.7
2026-01-02 06:00:00,7,30,1,128896,2147,4,0,0,1.71,0.87,0.0,40.59,59.39
2026-01-02 06:00:00,8,33,0,143549,1119,4,0,0,0.98,0.0,0.0,39.14,66.96
2026-01-02 06:00:00,26,91,3,98716,8859,4,0,0,0.94,0.0,3.7,23.32,51.29
2026-01-02 06:00:00,10,42,1,146871,2320,4,0,0,2.51,0.0,0.0,35.1,68.01
2026-01-02 06:00:00,20,120,0,119866,1872,4,0,0,1.44,0.0,0.0,49.33,61.07
2026-01-02 06:00:00,21,124,3,137825,6794,4,0,0,2.72,11.35,0.0,39.19,55.41
2026-01-02 06:00:00,27,93,1,109721,2607,4,0,0,1.23,13.61,0.0,29.91,42.42
2026-01-02 06:00:00,35,126,1,90394,2494,4,0,0,0.79,0.0,0.0,34.9,45.94
2026-01-02 06:00:00,1,7,0,94870,2749,4,0,0,2.68,5.55,0.0,54.17,78.27
2026-01-02 06:00:00,24,84,3,89630,6024,4,0,0,1.83,0.0,0.0,26.37,49.88
2026-01-02 06:00:00,6,26,2,114280,3841,4,0,0,2.82,0.0,0.0,40.06,60.17
2026-01-02 06:00:00,11,45,0,84340,1133,4,0,0,1.23,6.63,4.6,26.35,66.04
2026-01-02 06:00:00,10,40,4,59399,9930,4,0,0,2.61,0.0,0.0,12.86,21.33
2026-01-02 06:00:00,6,24,0,134144,1817,4,0,0,1.01,0.0,0.0,37.56,56.4
2026-01-02 06:00:00,36,128,0,97839,1996,4,0,0,1.47,0.0,0.0,41.36,53.63
2026-01-02 06:00:00,10,44,3,91076,8740,4,0,0,0.81,10.46,0.0,36.0,44.3
2026-01-02 06:00:00,23,78,0,102710,2248,4,0,0,2.2,0.0,0.0,32.6,56.16
2026-01-02 06:00:00,20,121,3,98929,6839,4,0,0,0.62,2.16,0.0,33.91,46.18
2026-01-02 06:00:00,25,87,2,109903,4319,4,0,0,0.82,0.0,0.0,28.89,45.42
2026-01-02 06:00:00,8,34,1,57937,2017,4,0,0,1.02,0.0,0.0,18.43,21.12
2026-01-02 06:00:00,8,36,3,103224,8200,4,0,0,1.09,0.88,0.0,25.92,38.08
2026-01-02 06:00:00,8,35,2,118581,3800,4,0,0,1.68,34.72,0.0,44.45,60.75
2026-01-02 06:00:00,10,43,2,131079,4010,4,0,0,2.27,0.0,0.0,38.56,55.77
2026-01-02 06:00:00,6,25,1,135118,2776,4,0,0,2.43,0.0,0.0,13.49,36.66
2026-01-02 06:00:00,42,147,3,139410,6761,4,0,0,2.8,14.24,0.0,37.0,66.62
2026-01-02 06:00:00,21,123,0,116834,1878,4,0,0,2.63,0.0,0.0,48.23,69.69
2026-01-02 06:00:00,21,122,4,112822,8725,4,0,0,2.98,0.0,0.0,33.72,54.09
2026-01-02 06:00:00,25,86,1,147633,2523,4,0,0,1.81,0.0,0.0,29.66,55.04
2026-01-02 06:00:00,1,6,4,60281,8989,4,0,0,1.77,0.0,0.0,25.19,42.69
2026-01-02 06:00:00,10,41,0,140837,1204,4,0,0,2.37,10.22,0.0,43.95,72.86
2026-01-02 06:00:00,37,132,3,65836,6232,4,0,0,1.13,11.74,3.5,19.91,49.27
